cluster_id,name,description,price,manufacturer
599,Apple 8GB iPod nano Black (4th Generation) - MB754LL/A,"Apple 8GB Black 4th Generation iPod Nano - MB754LLA/ Holds Up To 2,000 Songs In 128-Kbps AAC Format, 7,000 iPod-Viewable Photos And 8 Hours Of Video/ 2' (Diagonal) Liquid Crystal Display With Blue-White LED Backlight/ 320-By-240-Pixel Resolution/ Give It A Shake To Shuffle Your Music/ Turn It Sideways To View Cover Flow/ Mac And Windows Compatible/ Black Finish",$144.00,Apple
600,Apple iPod Classic 120GB Hard Drive Portable Media Player - MB562LL/A,"Apple 120GB Silver 7th Generation iPod Classic - MB562LLA/ Holds Up To 30,000 Songs In 128-Kbps AAC Format, 25,000 iPod-Viewable Photos And 150 Hours Of Video/ 2.5' (Diagonal) Color LCD With LED Backlight/ 320-By-240-Pixel Resolution/ Mac And Windows Compatible/ Silver Finish",$219.97,Apple
601,Apple iPod Classic 120GB Hard Drive Portable Media Player - MB565LL/A,"Apple 120GB Black 7th Generation iPod Classic - MB565LLA/ Holds Up To 30,000 Songs In 128-Kbps AAC Format, 25,000 iPod-Viewable Photos And 150 Hours Of Video/ 2.5' (Diagonal) Color LCD With LED Backlight/ 320-By-240-Pixel Resolution/ Mac And Windows Compatible/ Black Finish",$219.97,Apple
602,Apple 1GB Pink 2nd Generation iPod Shuffle - MB811LLA,Apple 1GB Pink 2nd Generation iPod Shuffle - MB811LLA/ Holds Up To 240 Songs In 128-Kbps AAC Format/ 12 Hours Of Continuous Playback/ Skip-Free Playback/ Battery Indicator/ Shuffle Switch/ Built-In Clip/ Mac And Windows Compatible/ Pink Finish,$49.00,Apple
603,Yamaha YAS-71 Black Front Surround System - YAS71BK,"Yamaha YAS-71 Black Front Surround System - YAS71BK/ 210 Watts Total Power/ Dolby Digital, DTS And Dolby Pro Logic II Compatibility/ CINEMA DSP Digital/ Magnetic Shielding/ Digital Amplifier/ Air Surround Xtreme/ 4 Surround Programs/ Compressed Music Enhancer/ Night Listening Mode/ Black Finish",,Yamaha
604,Sony BRAVIA Black SXRD 1080p Home Theater Front Projector - VPLHW10,"Sony BRAVIA Black SXRD 1080p Home Theater Front Projector - VPLHW10/ SXRD 1920 x 1080p Full HD Panels/ 30,000:1 Dynamic Contrast Ratio/ Fully Digital Signal Processing/ 200Watts Ultra-High-Pressure Lamp/ Whisper-Quiet Fan Noise And Noise Reduction Function/ Two HDMI Inputs/ BRAVIA Theatre Sync/ Remote Commander/ Black Finish","$3,499.00",Sony
605,Canon PIXMA iP4600 Inkjet Color Photo Printer - 2909B002,Canon PIXMA Black Photo Printer - IP4600/ Premium Printer With Individual Ink Tanks And Built-In Auto Duplex/ Print 4' x 6' Photo In 20 Seconds/ Dual Paper Trays/ Maximum 9600 x 2400 Color Dpi/ Automatic Image Optimization/ ENERGY STAR Qualified/ Black Finish,$99.00,Canon
606,Canon PIXMA MP980 Wireless All-in-One Color Photo Inkjet Printer - 2922B002,"Canon PIXMA Photo All-In-One Printer - MP980/ High Performance Wireless Printer, Copier And Scanner/ Easy Scroll Wheel/ 3.5' High Definition LCD Display/ Maximum 9600 x 2400 Color Dpi/ Six Individual Inks Tanks/ Auto Duplex Print/ Smart Copying/ Automatic Image Optimization/ No Warm-Up/ ENERGY STAR Qualified",$299.00,Canon
607,Toshiba 32AV502 - 31.5' Widescreen 720p LCD HDTV w/ Cinespeed - Piano Black - 32av502u,Toshiba 32' Black LCD Flat Panel HDTV - 32AV502U/ 720p (1366 x 768) HD CineSpeed Display/ DynaLight Dynamic Backlight Control/ NTSC/ATSC/QAM Digital Tuner/ 10 Bit Video Processor/ 60Hz Video Scan Rate/ Color Temperature Control/ Auto Aspect Control/ Black Finish,$579.00,Toshiba
608,Sony VAIO AW Series Titanium Grey Notebook Computer - VGNAW110JH,Sony VAIO FW Series Black Notebook Computer - VGNFW378JB/ 2.40GHz Intel Core 2 Duo processor P8600/ 16.4' (1920 x 1080) XBRITE-FullHD Widescreen Display/ 320GB Serial ATA 7200rpm Hard Drive/ Built-In 1.3 Megapixel MOTION EYE Camera And Microphone/ 4GB PC2-6400 (2GBx2) Installed Memory (Maximum Up To 8GB)/ 1066MHz Front Side Bus Speed/ 3MB L2 Cache/ Blu-ray Disc Support (Read / Write 2x Max)/ Genuine Microsoft Windows Vista Home Premium 64-Bit/ Black Finish,,Sony
609,Sony VAIO CS Series Red Notebook Computer - VGNCS110ER,Sony VAIO CS Series Red Notebook Computer - VGNCS110ER/ 2.0GHz Intel Core 2 Duo Processor T5800/ 14.1' (1280 x 800) XBRITE-ECO Widescreen Display/ 250GB Serial ATA 5400rpm Hard Drive/ Built-In 1.3 Megapixel MOTION EYE Camera And Microphone/ 3GB PC2-6400 (2GBx1 + 1GBx1) Installed Memory/ Integrated Stereo A2DP Bluetooth/ 800MHz Front Side Bus Speed/ 2MB L2 Cache/ Genuine Microsoft Windows Vista Home Premium 32-bit With SP1/ Red Finish,$965.00,Sony
610,"Sony VAIO CS Series VGN-CS180J/W 14.1-Inch Notebook 2.26 GHz Intel Core 2 Duo P8400 Processor, 4 GB RAM, 320 GB Hard Drive, Blu-ray Drive, Vista Home Premium- White - VGNCS180J/W",Sony VAIO CS Series Black Notebook Computer - VGNCS180JQ/ 2.26GHz Intel Core 2 Duo Processor P8400/ 14.1' (1280 x 800) XBRITE-ECO Widescreen Display/ 320GB Serial ATA 5400rpm Hard Drive/ Built-In 1.3 Megapixel MOTION EYE Camera And Microphone/ 4GB PC2-6400 (2GBx2) Installed Memory/ Integrated Stereo A2DP Bluetooth/ 1066MHz Front Side Bus Speed/ 3MB L2 Cache/ Blu-ray Drive (Read Only)/ Genuine Microsoft Windows Vista Home Premium 64-Bit/ Black Finish,"$1,239.97",Sony
611,Sony VAIO NS Series Silver Notebook Computer - VGNNS190JS,Sony VAIO NS Series Silver Notebook Computer - VGNNS190JS/ 2.0GHz Intel Core 2 Duo Processor T5800/ 15.4' (1280 x 800) XBRITE-ECO Widescreen Display/ 250GB Serial ATA 5400rpm Hard Drive/ Built-In 1.3 Megapixel MOTION EYE Camera And Microphone/ 4GB PC2-6400 (2GBx2) Installed Memory/ 800MHz Front Side Bus Speed/ 2MB L2 Cache/ Genuine Microsoft Windows Vista Home Premium 64-Bit/ Blu-ray Drive (Read Only)/ Silver Finish,$949.99,Sony
612,Coby Electronics TF-TV1022 10.2' LCD TV - TFTV1022,"Coby 10.2' Black LCD Flat Panel HDTV - TFTV1022/ 800 x 480 Resolution/ 480i, 480p, 720p, 1080i DTV Input Format/ ATSC/QAM/NTSC Tuner/ Digital Comb Filter And Noise Reduction/ 400:1 Contrast Ratio/ 30ms Response Time/ Black Finish",$119.99,Coby
613,"Panasonic HD 3MOS 60GB Hard Disk Drive/SD Hybrid Camcorder with Advanced Optical Image Stabilizer, Leica Lens, 12x Optical Zoom, 2.7' Wide LCD and Records to Internal Hard Drive and SD Card - HDC-HS100K",Panasonic Black High Defintion 60GB Hard Disk Drive/SD Hybrid Camcorder - HDCHS100K/ 1920x1080 Pixel Recording/ Advanced Optical Image Stabilizer/ Leica Lens/ 12x Optical Zoom/ 2.7' Wide LCD/ 5.1 Channel Surround Sound/ Records To Internal Hard Drive And SD Memory Card/ Black Finish,$911.96,Panasonic
614,"Canon EOS 50D 15 Megapixel SLR Digital Camera w/28-135MM IS USM Lens, Live View & Face Detection, 3' LCD, 6.3fps, DIGIC 4 Image Processor & HDMI output - 2807B005",Canon Black EOS 50D Digital SLR Camera With 28-135MM Lens - 50D28135/ 15.1 Megapixel CMOS Sensor/ DIGIC 4 Image Processor/ 3.0' Clear View LCD/ 9 Cross-Type High-Precision Sensors/ Enhanced Live View/ EOS Integrated Cleaning System/ Creative Auto/ HDMI Output/ Lens Peripheral Illumination Correction/ Black Finish,"$1,301.30",Canon
615,Aliph Jawbone 2 Silver Bluetooth Headset - Retail - 84442VRP,"AT&T Aliph Jawbone II Silver Bluetooth Headset - JAWBONE2S/ Voice Activity Sensor/ Magnetic USB And Wall Charger/ Includes 4 Different Ear Loops And 3 Ear Buds/ Over 4 Hours Talk Time And 8 Days Standby Time/ Supports Bluetooth 1.1, 1.2 And 2.0/ Silver Finish",$89.99,Jawbone
616,Toshiba 42RV535U - 42' Widescreen 1080p LCD HDTV w/ Cinespeed - Piano Black,Toshiba 42' Regza TheaterWide Black Flat Panel LCD HDTV - 42RV535U/ 1080p Full HD CineSpeed Display/ 14-Bit PixelPure 4G Video Processor/ 4 HDMI Inputs/ Dynalight Dynamic Backlight Control/ ATSC/QAM/NTSC Tuner/ Color Temperature Control/ Colormaster Color Control/ Black Finish,$789.98,Toshiba
617,Toshiba 52RV535U - 52' Widescreen 1080p LCD HDTV w/ Cinespeed - Piano Black,"Toshiba 52' Regza Black Flat Panel LCD HDTV - 52RV535U/ 1080p (1920 x 1080) Full HD CineSpeed Display/ SRT Super Resolution Technology/ AutoView/ PixelPure 4G 14-Bit Internal Digital Video Processor To Reach 4,096 Levels Of Gradation/ DynaLight Backlight Control/ NTSC/ATSC/QAM Built-In TV Tuning/ Double Skin Thin-Line Bezel/ Deep Color/ Black Finish",,Toshiba
618,Canon PowerShot Black 10 Megapixel Digital Camera - SX10IS,Canon PowerShot Black 10 Megapixel Digital Camera - SX10IS/ 20x Optical Zoom/ Optical Image Stabilizer/ 10.0 Megapixel/ 2.5' Vari-Angle LCD/ DIGIC 4 Image Processor/ Face Detection Self-Timer/ Intelligent Contrast Correction/ MovieSnap Mode/ Print/Share Button/ Black Finish,$339.88,Canon
619,"Canon PowerShot G10 14 Megapixel Digital Camera w/ 28mm Wide Lens, 5x Optical Zoom, 3' LCD, Face Detection & Red Eye Correction - 2663B001",Canon PowerShot Black 14.7 Megapixel Digital Camera - G10/ 14.7 Megapixel/ 5x Optical Zoom/ Optical Image Stabilizer/ DIGIC 4 Image Processor/ Face Detection Self-Timer/ Intelligent Contrast Correction/ 3.0' PureColor LCD/ Print/Share Button/ Black Finish,$409.88,Canon
620,Nintendo DS Lite Cobalt/Black Portable Gaming System - NDSUSGBMKB,Nintendo DS Lite Cobalt/Black Portable Gaming System - NDSUSGBMKB/ Dual 3' TFT Color LCD Touchscreens/ Slimmer Design/ Dual Slot Compatibility (DS Lite/Game Boy Advance Game Paks)/ Twin Ultra Bright LCD Screens/ Up To 19 Hours Continuous Gameplay/ Nintendo Wi-Fi Connection/ Impressive 3D Graphics/ Dual Stereo Speakers/ Cobalt and Black Finish,$139.00,Nintendo Of America
621,Nintendo DS Lite Onyx Black Portable Gaming System - NDSUSGSKB,Nintendo DS Lite Onyx Black Portable Gaming System - NDSUSGSKB/ Dual 3' TFT Color LCD Touchscreens/ Slimmer Design/ Dual Slot Compatibility (DS Lite/Game Boy Advance Game Paks)/ Twin Ultra Bright LCD Screens/ Up To 19 Hours Continuous Gameplay/ Nintendo Wi-Fi Connection/ Impressive 3D Graphics/ Dual Stereo Speakers/ Onyx Black Finish,$139.00,Nintendo Of America
622,Nintendo DS Lite Metallic Silver Portable Gaming System - NDSUSGSVB,Nintendo DS Lite Metallic Silver Portable Gaming System - NDSUSGSVB/ Dual 3' TFT Color LCD Touchscreens/ Slimmer Design/ Dual Slot Compatibility (DS Lite/Game Boy Advance Game Paks)/ Twin Ultra Bright LCD Screens/ Up To 19 Hours Continuous Gameplay/ Nintendo Wi-Fi Connection/ Impressive 3D Graphics/ Dual Stereo Speakers/ Metallic Silver Finish,$139.00,Nintendo Of America
623,Nintendo DS Lite Metallic Rose Portable Gaming System - NDSUSGSZPB,Nintendo DS Lite Metallic Rose Portable Gaming System - NDSUSGSZPB/ Dual 3' TFT Color LCD Touchscreens/ Slimmer Design/ Dual Slot Compatibility (DS Lite/Game Boy Advance Game Paks)/ Twin Ultra Bright LCD Screens/ Up To 19 Hours Continuous Gameplay/ Nintendo Wi-Fi Connection/ Impressive 3D Graphics/ Dual Stereo Speakers/ Metallic Rose Finish,$139.00,Nintendo Of America
624,Case Logic Vertical Universal Leather BlackBerry Case - CLP104BB,Case Logic Vertical Universal Leather BlackBerry Case - CLP104BB/ 360 Degree Swivel Belt Clip/ Magnetic Closure/ Soft Internal Lining/ Expandable Elastic Sides/ Compatible With Most BlackBerrys/ Leather Fabric/ Black Finish,$15.00,Case Logic
625,Nintendo DS Lite Crimson/Black Portable Gaming System - NDSUSGSRMKB,Nintendo DS Lite Crimson/Black Portable Gaming System - NDSUSGSRMKB/ Dual 3' TFT Color LCD Touchscreens/ Slimmer Design/ Dual Slot Compatibility (DS Lite/Game Boy Advance Game Paks)/ Twin Ultra Bright LCD Screens/ Up To 19 Hours Continuous Gameplay/ Nintendo Wi-Fi Connection/ Impressive 3D Graphics/ Dual Stereo Speakers/ Crimson/Black Finish,$139.00,Nintendo Of America
626,Jabra BT2070 Bluetooth Headset - 100-92070000-02,"Jabra Bluetooth Headset - BT2070/ Up To 5.5 Hours Talk Time/ Up To 200 Hours Standby Time/ Earhook Included/ Bluetooth 2.0+ EDR & eSCO Technology/ Auto-Pairing/ Discreet Light/ Answer/End, Redial And Voice Dial Features/ USB Micro-B, 5-Pin Charging Plug",$49.00,Jabra
627,Canon Printer Gray Ink Cartridge - CLI221GRY,"Canon Printer Gray Ink Cartridge - CLI221GRY/ FINE Technology For Exceptional Sharpness And Detail/ Compatible With PIXMA iP3600, PIXMA iP4600, PIXMA MP620 And PIXMA MP980",$11.99,Canon
628,Canon CLI-221 Color Ink 4-Pack (Black/ Cyan/ Magenta/ Yellow) - 2946B004,"Canon Printer Ink Cartridge 4 Colors Pack - 2946B004/ FINE Technology For Exceptional Sharpness And Detail/ Compatible With PIXMA iP3600, PIXMA iP4600, PIXMA MP620 And PIXMA MP980/ Includes 4 Ink Tanks (Black, Cyan, Magenta, Yellow)",$47.00,Canon
629,Canon PIXMA MP480 Color Inkjet All-In-One Photo Printer - 2918B002,"Canon PIXMA Photo All-In-One Printer - MP480/ High Performance Printer, Copier And Scanner/ 1.8' TFT Display/ Maximum 2400 x 4800 Color Dpi/ Smart Scanning/ Quick Start/ Built-In Media Card Slot/ ENERGY STAR Qualified",$99.00,Canon
630,Apple iPod Nano Gray Armband - MB769GA,Apple iPod Nano Gray Armband - MB769GA/ Compatible With 4th Generation iPod Nano/ Has Space For The Nike + iPod Sport Kit Receiver/ Gray Finish,$29.00,Apple
631,Samsung Black Blu-ray Disc Player - BDP2500,"Samsung Black Blu-ray Disc Player - BDP2500/ Full HD 1080p/ BD Live 2.0 Ready/ Netflix Instant Streaming Ready/ Ethernet And USB For Firmware Upgrades/ Dolby Digital Plus, Dolby Digital True-HD/ DTS-HD upgradable/ HDMI-CEC (Anynet+)/ USB 2.0/ Black Finish",$301.05,Samsung
632,Kensington Combosaver Ultra Combination Notebook Lock - K64516US - K64516US,Kensington Combosaver Ultra Combination Notebook Lock - K64516US/   Steel Composite Cable With Carbon Tempered Steel Core/ Built-In Defense System/ T-Bar Lock/ Easy To Install,$39.00,Kensington
633,Logitech Black V450 Nano Cordless Laser Mouse For Notebooks - 910000619,Logitech Black V450 Nano Cordless Laser Mouse For Notebooks - 910000619/ Laser Precision/ Side-To-Side Scrolling Plus Zoom/ Advanced 2.4 GHz Wireless Connection/ Storable Nano Reciever/ 12 Months Battery Life With Indicator Light/ Black Finish,$49.00,Logitech
634,Logitech Black V220 Cordless Optical Mouse For Notebooks - 910000153,Logitech Black V220 Cordless Optical Mouse For Notebooks - 910000153/ Ergonomic Design With Soft Rubber Grips/ Extended Battery Life/ Mini-Receiver Snaps Onto Mouse Turning It Off/ High-Definition Optical Technology/ Side-To-Side Plus Zoom/ Black Finish,$29.00,Logitech
635,Sony VAIO LV Series Silver All-In-One Desktop Computer - VGCLV140J,Sony VAIO LV Series Silver All-In-One Desktop Computer - VGCLV140J/ 2.53GHz Intel Core 2 Duo E7200 Processor/ 4GB Memory/ Built-In 1.3 MP MOTION EYE Camera And Microphone/ 320GB Serial ATA Hard Drive/ 24' XBRITE-Full HD LCD/ Integrated Stereo A2DP Bluetooth Technology/ Two Built-In 5.5 Watt Stereo Speakers/ Microsoft Windows Vista Home Premium 64-Bit/ Silver Finish,"$1,599.99",Sony
636,Sony VAIO RT Series Black All-In-One Desktop Computer - VGCRT150Y,Sony VAIO RT Series Black All-In-One Desktop Computer - VGCRT150Y/ 2.66GHz Intel Core 2 Quad Q9400 Processor/ 8GB Memory/ Built-In CompactFlash Media Slot/ 1TB Serial ATA Hard Drive/ 25.5' XBRITE-Full HD LCD/ Integrated Stereo A2DP Bluetooth Technology/ 6MB L2 Cache/ Microsoft Windows Vista Ultimate 64-Bit/ Black Finish,"$3,999.00",Sony
637,Logitech MX Air Rechargeable Cordless Air Mouse - 931633-0403,Logitech MX Air Rechargeable Cordless Air Mouse - 931633/ Laser-Precise Tracking And Instant Response/ Freespace Motion Sensing/ Scroll Panel/ Easy Control Of PC-Based Entertainment/ Gesture Controls/ Li-Ion Battery/ 2.4 GHz Wireless/ Black Finish,$149.00,Logitech
638,Canon PSC-4000 Deluxe Leather Case N - 3528B001,Canon PSC-4000 Black Leather Case - 3528B001/ Genuine Leather Case/ Designed For The PowerShot SX10 IS/ Black Finish,$35.99,Canon
639,Denon DVD-3800BDCI Blu-ray Disc Player - DVD3800BDCI,Denon Black Blu-ray Disc DVD-CD Player - DVD1800BD/ 1080p High Resolution Via HDMI/ Dolby TrueHD/ Dolby Digital Plus/ DTS-HD Master Audio/ Digital Noise Reduction/ Remote Control/ Black Finish,,Denon
640,Apple MacBook 2.4GHz Intel Core 2 Duo Silver Notebook Computer - MB467LLA,Apple MacBook 2.4GHz Intel Core 2 Duo Silver Notebook Computer - MB467LLA/ 2.4GHz Intel Core 2 Duo Processor/ 250GB 5400-RPM Serial ATA Hard Drive/ 13' LED-Backlit Glossy Widescreen Display/ Built-In iSight Camera/ Built-In AirPort Extreme Wi-Fi And Bluetooth/ NVIDIA GeForce 9400M Graphics Processor/ Extended Desktop And Video Mirroring/ Multi-Touch Trackpad/ 60W MagSafe Power Adapter/ Mini DisplayPort/ Mac OS X v10.5 Leopard/ Silver Finish,"$1,599.00",Apple
641,Apple MacBook Pro 2.4GHz Intel Core 2 Duo Silver Notebook Computer - MB470LLA,Apple MacBook Pro 2.4GHz Intel Core 2 Duo Silver Notebook Computer - MB470LLA/ 2.4GHz Intel Core 2 Duo Processor/ 250GB 5400-RPM Serial ATA Hard Drive/ 15.4' LED-Backlit Glossy Widescreen Display/ Built-In iSight Camera/ Built-In AirPort Extreme Wi-Fi And Bluetooth/ NVIDIA GeForce 9600M GT Graphics Processor/ Dual Display And Video Mirroring/ Multi-Touch Trackpad/ 85W MagSafe Power Adapter/ Mini DisplayPort/ Mac OS X v10.5 Leopard/ Silver Finish,"$1,999.00",Apple
642,Apple MacBook Pro 2.53GHz Intel Core 2 Duo Silver Notebook Computer - MB471LLA,Apple MacBook Pro 2.53GHz Intel Core 2 Duo Silver Notebook Computer - MB471LLA/ 2.53GHz Intel Core 2 Duo Processor/ 320GB 5400-RPM Serial ATA Hard Drive/ 15.4' LED-Backlit Glossy Widescreen Display/ Built-In iSight Camera/ Built-In AirPort Extreme Wi-Fi And Bluetooth/ NVIDIA GeForce 9600M GT Graphics Processor/ Dual Display And Video Mirroring/ Multi-Touch Trackpad/ 85W MagSafe Power Adapter/ Mini DisplayPort/ Mac OS X v10.5 Leopard/ Silver Finish,"$2,499.00",Apple
643,Toshiba 26AV502U - 26' Widescreen 720p LCD HDTV - Piano Black,Toshiba 26' Black LCD HDTV - 26AV502U/ 720p HD Resolutions/ DynaLight Dynamic Backlight Control/ Gaming Mode/ Built-In ATSC/NTSC/QAM Digital Tuning/ Color Temperature Control/ 2 HDMI Inputs/ PC Input/ Black Finish,,Toshiba
644,Panasonic Silver 8.1 Megapixel Digital Camera - DMCFS3S,Panasonic Silver 8.1 Megapixel Digital Camera - DMCFS3S/ 8.1-Megapixel/ 33mm Lens/ 3x Optical Zoom/ Intelligent Auto Mode/ 2.5' Diagonal Intelligent LCD/ MEGA Optical Image Stabilization/ Intelligent ISO Control/ Face Detection/ Hi-Speed Burst Mode/ Silver Finish,$137.33,Panasonic
645,Sony 8' Black LCD Digital Photo Frame - DPFD80,Sony 8' Black LCD Digital Photo Frame - DPFD80/ 4:3 Widescreen LCD Display/ VGA 800 x 600 Resolution/ 256 MB Internal Memory/ Portrait-Landscape Auto Orientation Sensor/ On-Off Backlit SONY Logo/ Clock And Calendar Mode/ USB And Memory Card Slots/ Remote Control/ Black Finish,$179.99,Sony
646,Sony 10' Black LCD Digital Photo Frame - DPFD100,Sony 10' Black LCD Digital Photo Frame - DPFD100/ 4:3 Widescreen LCD Display/ VGA 800 x 600 Resolution/ 256 MB Internal Memory/ Portrait-Landscape Auto Orientation Sensor/ On-Off Backlit SONY Logo/ Clock And Calendar Mode/ USB And Memory Card Slots/ Black Finish,$279.99,Sony
647,Toshiba 22' Black LCD HDTV - 22AV500U,Toshiba 22' Black LCD HDTV - 22AV500U/ 720p HD Display/ DynaLight Dynamic Backlight Control/ NTSC/ATSC/QAM Built-In Tuners/ 10-Bit Video Processor/ 60Hz Video Scan Rate/ 3:2 Pull-Down Cinema Mode 24fps/ Color Temperature Control/ Black Finish,$338.99,Toshiba
648,Toshiba 40RV525U - 40' Widescreen 1080p LCD HDTV w/ Cinespeed - Piano Black,Toshiba 40' Black Flat Panel LCD HDTV - 40RV525U/ 1080p Full HD (1920 x 1080) CineSpeed Display/ DynaLight Dynamic Backlight Control/ NTSC/ATSC/QAM Built-In Tuners/ 10-Bit Video Processor/ 60Hz Video Scan Rate/ 3:2 Pull-Down Cinema Mode 24fps/ Color Temperature Control/ Black Finish,$710.42,Toshiba
649,Canon Black EF 70-300mm F/4-5.6 IS USM Telephoto Zoom Lens - 0345B002,Canon Black EF 70-300mm F/4-5.6 IS USM Telephoto Zoom Lens - 0345B002/ 15 Elements In 10 Groups Lens Construction/ 4.9 Feet Closest Focusing Distance/ 6-Group Helical Zoom/ 58MM Filter Size/ Black Finish,$549.00,Canon
650,"Olympus SP-565 UZ 10 Megapixel Digital Camera w/ 20x Wide-Angle Optical Zoom, Sensor-Shift Image Stabilization, Face Detection, & 13.5 fps Hight-Speed Sequential Shooting - 226480",Olympus Black 10 Megapixels Digital Camera - SP565UZ/ Dual Image Stabilization/ 10 Megapixels/ 20X Wide-Angle Zoom Lens/ Pre-Capture/ Face Detection/ 33 Shooting Modes/ 48MB Internal Memory/ Black Finish,,Olympus
651,Coby Black 15' Widescreen Flat Panel LCD HDTV - TFTV1514,Coby Black 15' Widescreen Flat Panel LCD HDTV - TFTV1514/ 15.4' TFT LCD Color Display/ Dual ATSC/NTSC Tuners/ AV Input Jacks/ 15-Pin VGA Interface/ Full-Range Stereo Speakers/ V-Chip Parental Control/ Closed-Caption/ Electronic Program Guide/ Multi-Language On-Screen Display/ Black Finish,$149.99,Coby
652,Sharp AQUOS Black Blu-ray Disc Player - BDHP50U,"Sharp AQUOS Black Blu-ray Disc Player - BDHP50U/ Full 1080/24p Resolution/ BD-ROM Profile 1.1 And BD-Live Support/ HDMI Version 1.3 Output/ x.v.Color/ Dolby Digital Plus, Dolby True HD And DTS-HD Decoding/ AQUOS LINK Function/ 192KHz/24-Bit Audio D/A Converter/ Upconverting Video Signals To 720p, 1080i Or 1080p With 4,096 Steps Of Gradation Using HDMI/ Black Finish",$399.00,Sharp
653,Apple USB Power Adapter - MB352LLB,Apple USB Power Adapter - MB352LLB/ Compact/ Convenient/ Charges The iPod Anywhere Without A Computer/ Compatible With Any iPods And iPhone With A Dock Connector/ White Finish,$29.00,Apple
654,Canon EF 75-300mm F/4-5.6 III Telephoto Zoom Lens - 6473A003,Canon EF 75-300mm F/4-5.6 III Telephoto Zoom Lens - 6473A003/ 13 Elements In 9 Groups Lens Construction/ 58MM Filter Size/ Black Finish,$246.00,Canon
655,Netgear ProSafe 24-Port Gigabit Rackmount Switch With 2 SFP Slots - JGS524F,"Netgear ProSafe 24-Port Gigabit Rackmount Switch - JGS524F/ 24 10/100/1000 Mbps Ports/ Automatic Speed/ Full/Half-Duplex Sensing/ Auto Uplink/ Two Hot-Swappable Small Form Factor Pluggable GBIC Slots/ Up To 48 Gbps Of Switching Capacity/ Compatible With PC, Macintosh, Linux, And Unix Operating Systems",,Netgear
656,Altec Lansing inMotion MAX iPod/iPhone Portable Audio System - IMT702,Altec Lansing inMotion MAX iPod/iPhone Portable Audio System - IMT702/ Crystal-Clear Sound/ Powerful Bass/ FM Radio With Amber LCD/ Expanded Sound Stage/ Enhanced Remote/ Interference Free/ Rechargeable Battery/ Auxiliary Input/ Black Finish,$133.96,Altec Lansing
657,Case-Mate Carbon Fiber Black Leather Case For iPhone 3G - IPH3GCBCF,Case-Mate Carbon Fiber Black Leather Case For iPhone 3G - IPH3GCBCF/ Ultra Rare And Luxurious Leather/ Impact Resistant Molded Shell/ Precise Cutouts/ Easy Access To All Controls/ Screen Protection Included/ Black Finish,$28.08,Case-Mate
658,Griffin Black iPhone 3G Clarifi Protective Case With Built-In Close-Up Lens - 8245IP2MGNFI,Griffin Black iPhone 3G Clarifi Protective Case With Built-In Close-Up Lens - 8245IP2MGNFI/ Protective Polycarbonate Case/ Close-Up Lens Focuses Close For Incredible Detail/ Lens Slides In Place For Close-Ups/ No Adapters Or Small Pieces to Lose/ Black Finish (iPhone Not Included),$34.00,Griffin
659,Canon BP-808 Lithium Ion Camcorder Battery Pack - 2740B002,"Canon Black BP-808 Camcorder Battery Pack - 2740B002/ Compatible With Dual Flash Memory, Flash Memory And Hard Disk Drive Camcorders/ Black Finish",$51.84,Canon
660,Panasonic Black Hi-Definition Camcorder Starter Kit - VBGVBB1STRKIT,Panasonic Black Hi-Definition Camcorder Starter Kit - VBGVBB1STRKIT/ Case Has Internal Compartments And A Shoulder Strap/ 1320mAH Rechargeable Lithium-Ion Battery/ Black Finish,$69.95,Canon
661,Logitech diNovo Edge Keyboard Mac Edition - 920000924,Logitech diNovo Edge Keyboard Mac Edition - 920000924/ PerfectStroke Key System/ Innovative TouchDisc/ Charging Base/ Optimized Mac Layout/ Bluetooth Wireless Technology/ 38 mm Circular Touch Pad With Horizontal And Vertical Scrolling,$159.00,Logitech
662,Logitech QuickCam Vision Pro For Mac - 960000254,Logitech QuickCam Vision Pro For Mac - 960000254/ Carl Zeiss Optics/ Premium Autofocus/ 720p High-Quality Images (1600 X 1200)/ 2 Megapixel Sensor/ RightLight 2 Technology/ Integrated Microphone/ 30 Frames Per Second/ Universal Monitor Clip,$129.00,Logitech
663,Canon Digital EOS Rebel XS Starter Kit - 9320A010,"Canon Digital EOS Rebel XS Starter Kit - 9320A010/ Includes Digital Gadget Bag 200DG, Battery Pack NB-2LH, 58mm UV Haze Filter",$69.99,Canon
664,Canon 2GB SD Secure Digital Card - 3505B001,Canon 2GB SD Secure Digital Card - 3505B001/ Compatible With All Digital Cameras and Devices That Accept SD Cards,$12.88,SIMPLETECH
665,Sony VAIO JS Series Black All-In-One Desktop Computer - VGCJS130JB,Sony VAIO JS Series Black All-In-One Desktop Computer - VGCJS130JB/ 2.5GHz Intel Pentium Dual-Core Processor E5200/ 20.1' (1680 x 1050) Widescreen WSXGA+ XBRITE-HiColor Technology Display/ 500GB Serial ATA 7200rpm Hard Drive/ Built-In 1.3 Megapixel MOTION EYE Camera And Microphone With Face-Tracking Technology/ 4GB PC2-6400 (2GBx2) Installed Memory/ 800MHz Front Side Bus Speed/ 2MB L2 Cache/ Genuine Microsoft Windows Vista Home Premium 64-Bit/ Black Finish,"$1,099.00",Sony
