cluster_id,title,description,manufacturer,price,name
777,adobe dreamweaver cs3 upgrade [mac],note: this is the upgrade version of adobe dreamweaver cs3. design develop and maintain websites and web applications--from start to finish--with adobe dreamweaver cs3 upgrade software. built for designers and developers dreamweaver cs3 offers both a visual layout interface and a streamlined coding environment. intelligent integration with related adobe software ensures an efficient workflow across your favorite tools. dreamweaver cs3 offers both a visual layout interface and a streamlined coding environment. the spry framework for ajax lets you add user interface components such as the expandable areas seen in the event information (open) and event directions (closed) regions here. create rich web content a higher standard in web design and development is emerging powered by dreamweaver cs3. create rich dynamic interfaces that tightly weave static structures together with responsive interactivity. use the new spry framework for ajax to develop energetic web experiences that will leave your competition standing still. in other words think deep dream big and then execute flawlessly with the most exciting web design and development tool we've ever devised. maximize efficiency accelerate your workflow with dreamweaver cs3 a faster smoother version of the preferred web design and development tool. drop in flv files add images from adobe photoshop and test your content for mobile devices. create visually or code directly work on your choice of macintosh or windows and enjoy the benefits of intelligent integration with other adobe tools. apply best practices dreamweaver cs3 makes it easy to apply best practices and accepted standards to ensure your websites and applications play well with others. build css-based websites from the ground up with new css layouts the unified css panel and css visualization and management tools. ensure more reliable and consistent performance with the new browser compatibility check. instantly preview your content for pcs mobile devices and print and find fast solutions to browser-specific css issues with the new css advisor website. audience benefit web designers--discover an exceptional web design workflow with adobe dreamweaver cs3 software. design and maintain websites from start to finish with your choice of either a powerful visual design interface or an efficient coding environment. streamline design with helpful css features; preview your pages for pcs mobile devices and print; and easily test pages for browser compatibility. enjoy tight integration with adobe photoshop cs3 flash cs3 professional fireworks cs3 and other adobe tools. web developers--develop more reliable consistent web applications based on universally accepted development standards with adobe dreamweaver cs3. take advantage of support for leading web development technologies including php adobe coldfusion and ajax for both internal and external projects. ensure consistency with helpful css features and automated cross-browser compatibility testing. comments embedded in the code offer tips about how to work with css. top reasons to buy adobe dreamweaver cs3 industry-leading tool take advantage of all the flexibility and power of a world-class web design tool. manipulate pixel-perfect designs in design view craft complex code in code view or do a little of each. work the way you work best. integrated workflows design develop and maintain content within dreamweaver cs3 while taking advantage of intelligent integration with other adobe tools including adobe flash cs3 professional adobe fireworks cs3 adobe photoshop cs3 adobe contribute cs3 and new adobe device central cs3 for creating mobile device content. complete css support discover the advantage of visual css tools that make it easy to view edit and move styles within and between files as well as see how your changes will affect the design. accelerate your workflow with new css layouts and test your design with the new browser compatibility check. integrated coding environment organize and accelerate your coding with code collapse color coding line numbering and a coding toolbar with comment/uncomment and code snippets. apply code hints for html and server languages. support for leading technologies take advantage of support for leading web development technologies including html xhtml css xml javascript ajax php adobe coldfusion asp asp.net and jsp. effortless xml quickly integrate xml content using either xsl or the spry framework for ajax. point to an xml file or xml feed url and dreamweaver cs3 will display its contents enabling you to drag and drop appropriate fields onto your page. adobe flash video support easily add flash video to your web pages in just five clicks with no knowledge of flash required. customize the video environment to match your website. learning resources learn as you go with comprehensive in-product tutorials reference content and instructional templates that make it easy to expand your skill set and adopt the latest technologies. extended dreamweaver community enjoy all the benefits of the extensive dreamweaver community including the online adobe design center and adobe developer center training and seminars developer certification programs user forums and more than 1 000 downloadable extensions available in the dreamweaver exchange. cross-platform support pick your platform: dreamweaver cs3 is available for intel or powerpc based macintosh computers as well as for windows xp and windows vista systems. design in your preferred platform and then deliver across platforms with more reliable consistent and high-performance results. additional features browser compatibility check save time and ensure a more consistent experience across browsers and operating systems with the new browser compatibility check. generate reports that identify css-related issues in a variety of browsers without needing to launch the browsers. css management easily move css code from inline to head from head to external sheet from document to document or between external sheets. cleaning up existing css in older pages has never been easier. css layouts easily incorporate css into your project with the new css layouts. extensive comments in each template explain the layout so beginning and intermediate designers can learn quickly. each template can be customized for your project. spry data integrate data into web pages using xml from an rss feed or a database. integrated data can be easily sorted and filtered. spry widgets easily add common interface components such as lists tables tabs form validation and repeatable regions to web pages with widgets from the spry framework for ajax. spry effects easily add visual transitions to page elements to make them grow shrink fade highlight and more with the spry effects for ajax.,adobe,199.0,adobe dreamweaver cs3 - complete package - 1 user - academic - cd - windows
778,video patrol 5.0 by honest technology,turn your computer and pc camera into a powerful video surveillance system with video patrol 5.0. new and enhanced features include: email notification scheduled monitoring real time monitoring multiple pc cameras data backup/burning ftp server option auto startup background mode free online access and psp/pda support. product information - software sub type: security management - software name: video patrol v.5.0 - complete product - features and benefits: - basic surveillance - email notification - scheduled monitoring - real time monitoring - multiple pc cameras - data backup/burning - file list management - ftp server option - auto startup - background mode - free online access - psp/pda support - platform support: pc license information - license type: complete product,global marketing partners,50.86,global marketing partners video patrol 5.0 - honest technology
779,freestyle street basketball,play the pick-up game of your dreams in freestyle street basketball. get dressed hook up the tunes and head to the park for fast-paced online community basketball. challenge friends in a dynamic pick-up game environment featuring cutting-edge music fashions and gravity defying basketball moves. there are 45 levels of gameplay and millions of different character customization options. in freestyle players get to choose and change their look anytime while also defining the basketball skills they want to use in each game -- all for no monthly fee! easy to play - all the dynamic moves in freestyle can be accomplished with just 4 keys participate in leader boards brackets tournaments forums and more at www.thefreestylepark.com,sierra online,19.99,vivendi-universal games inc freestyle street basketball
780,finale allegro 2007,finale allegro 2007 is the perfect tool for anyone who wants to do more with music. enter notes with your mouse computer keyboard and/or midi keyboard (including sustain pedal) in step- or real-time. scan sheet music with smartscore lite (included) and import or export midi files with a click. automatically add two- and three-voice auto-harmonization from band-in-a-box auto harmonizing. quickstart videos and setup wizard get you started right away making it the perfect tool for educators performing musicians composers arrangers worship directors and students. allegro files can be opened edited printed and played by others using finale notepad songwriter printmusic and finale save save as multiple audio files (including mp3) to create cds export tif graphics files to add music to word processing documents,finale,199.95,make finale allegro software music production software
781,casual games pack,collection of ten popular and professionally-developed casual games spanning all the favorite casual game genres! system requirements: tbd,egames,19.99,egames. inc casual games pack
782,power translator 11 premium,power translator 11 premium is the world's most powerful translation technology! it's designed for today's internet users & has easy access to the most languages dictionaries and software. besides the incredible software you'll also receive a 3-month subscription to language services that help you translate 20 languages and 323 language pairs.,language engineering co llc,79.99,power translator(tm) 11 premium
783,audio success series: winning strategies,it's a multi-session motivational retreat in a box from high achievers and athletes! and with winning strategies on 13 audio compact discs you'll hear first-hand what drives a former navy seal an nfl quarterback and other successful individuals and acclaimed athletes to greatness. from overcoming adversity to finding motivation the winning strategies audio suite offers hours of inspiration.,topics entertainment,31.06,topics entertainment audio success series: winning strategies
784,iaudioize - magnetic time for pc and mac,,sos aggregation,39.99,sos aggregation company iaudioize - magnetic time
785,alien disco safari,in the fall of 1977 nasa launched deep probe nine into space. in hopes of making contact with extraterrestrial life forms scientists crammed the shuttle with cultural mementos photos and even disco records! some years later deep probe nine was picked up by an alien species who took an unearthly liking to the disco records and now they've invaded earth in search of disco! load up your weapons and stop them before it's too late! compatible with windows vista,encore,19.99,encore software 12511 - encore alien disco safari - action/adventure - pc
786,pc cillin internet sec 2007 lics large box 3u,pc-cillin internet security 2007 combines award-winning antivirus security and a personal firewall for comprehensive protection against viruses worms trojans and hackers. it also detects and removes spyware and blocks spam. it even guards against identity theft by blocking phishing and pharming attacks. plus pc-cillin protects your wireless network with wi-fi intrusion detection an innovative security feature that alerts you when an intruder uses your wi-fi connection. special license for installation on up to 3 machines. advanced spam-filtering blocks spam from flooding your inbox with user-friendly tools and reports new integration with microsoft outlook makes it easy to set preferences enhanced personal firewall prevents intrusion from hackers and blocks network viruses,trend micro,49.95,pc-cillin(tm) internet security 2007
787,discrete drums: vol.1,when you need audio content you want to cut through the clutter and locate unique materials that won?t blow your budget. the sony® sound series? catalog contains over 125 royalty-free content libraries?from single instrument libraries and song,sony media software,59.95,sony media software discrete drums: vol.1 - sony sound series
788,aircraft collector's second edition,as you already know our first military aircraft collector's edition is one of our finest collections and has sold very well for the national chains. as you already know our first military aircraft collector's edition is one of our finest ...,abacus software,19.95,abacus software s552 fs fighter pilot for fs2004 and fs2002
789,spongebob squarepants typing 2008 win/mac,spongebob squarepants typing 2008 is educational and fun for kids ages 7 and up. kids will get to play with spongebob and his friends while improving their typing skills. as typing skills grow kids also pick up nifty facts about undersea life and nautical nonsense!,encore software,19.95,encore software 12441 - encore spongebob squarepants typing fun - time management
790,punch! viacad 2d/3d,punch! viacad 2d/3d is a new precision design program with features usually only found in much more expensive cad programs . with a state-of-the-art 2d/3d patent-pending user interface that seamlessly toggles between 2d and 3d and logicursor technology that thinks as you draw anticipating your moves precision design was never so easy. there are over 80 minutes of tutorial videos to help you get started. this windows version works with both windows xp and windows vista. curves / basic surfaces /basic solids / feature based/history tree /shelling blending local face editing translators - iges step sat dxf/dwg adobe illustrator 26k mechanical & aec part library video training punch! software free technical support,punch! software,99.0,punch software 10602 - concepts 2d cad design
791,emedia guitar basics,,emedia music,24.81,emedia essential bass guitar dvd
792,pro photo essentials plug in suite & iview mediapro 3,onone software inc. ppi-12005 : pro photo essentials includes everything you need to manage and enhance your images in a snap so you can spend more time behind the camera. specifications : manufacturer : onone software manufacturer part number : ...,onone software,499.95,onone software inc. ppi-12005 - pro photo essentials plug in suite & iview mediapro 3
793,adobe soundbooth cs3 [mac],adobe soundbooth cs3 software lets you take command of your audio in film video or adobe flash projects. soundbooth gives you focused tools to bring the same superior quality to your sound as you bring to your visuals. use on-clip controls to make fast edits and intuitive task-based tools to clean up recordings polish voice-overs customize music modify sound effects apply high-quality filters and much more. an intuitive interface and on-clip controls simplify everyday sound tasks like cleaning editing and creating audio. clean up recordings polish voice-overs record audio create audio loops create and export markers to xml and flv to synchronize sound with animation and much more. tight integration with adobe premiere pro cs3 and flash cs3 professional software and an intuitive visual interface mean you can get the job done quickly without sacrificing creative control. intuitive audio editing with on-clip controls autocomposer with customizable music content for homemade scores more than 15 high-quality audio filters -- combine up to 5 with the effects rack streamlined mastering tools polish your file & clarify vocals visual tools for healing sound - reveal and remove individual sounds from a waveform open video files to edit and clean up their audio use adobe media encoder to export to major video formats - mpeg-2 h.264 realvideo flv and more,adobe,199.0,adobe soundbooth cs3 audio editing software - mac music production software
794,adobe premiere pro cs3 upgrade,note: this is the upgrade version of adobe premiere pro cs3. tell your story with maximum impact using adobe premiere pro cs3 upgrade software the start-to-finish solution for efficient video production that now includes adobe encore cs3 and adobe onlocation cs3* (windows only) formerly the award-winning dv rack hd. save time from on-set capture using adobe onlocation through to output expand your creative options via integration with adobe after effects cs3 professional and photoshop and deliver your content to dvd blu-ray disc the web and mobile devices. the powerful editing finishing and delivery tools in adobe premiere pro are now available on both mac and windows operating systems. maintain control of your media with multiple project panels customizable panel display settings and instant file searches. export adobe encore cs3 projects as dvd blu-ray disc or flash. when you export as flash encore generates html flv and swf files that provide dvd-style chapter selection playback and interactivity through the flash player. capture edit and deliver to video dvd and the web adobe premiere pro cs3 software available for both mac and windows streamlines the entire video production process from direct-to-disk recording through editing to final delivery for tape disc the web and mobile devices. adobe premiere pro cs3 redefines productivity and flexibility for capturing editing and delivering video content. video professionals want to concentrate on storytelling--not on the nuts and bolts of production--and adobe premiere pro cs3 frees you to focus on telling your story. maximize image quality and work faster during shoots by using adobe onlocation cs3 software (requires windows and boot camp for mac ) included with adobe premiere pro to calibrate cameras monitor video signals and record directly to disk--all during the shoot. edit every major video format from dv to hd and beyond with adobe premiere pro cs3. improve efficiency and creativity with new workflow and new visual effects features. save time and expand creative options through tight integration with other adobe software including adobe after effects cs3 and adobe photoshop cs3. adobe encore cs3 software now included with adobe premiere pro cs3 lets you author once and then output to blu-ray disc dvd and flash swf for the web. adobe premiere pro supports additional delivery platforms including flash and mobile devices letting you reach the widest audience possible. audience benefit corporate and government video producers--adobe premiere pro cs3 provides the tools you need to ensure excellent production values while working quickly to stay on schedule. edit with precise control add stunning effects and move content smoothly to adobe after effects cs3 professional and photoshop for even more creative control. streamline the review process with adobe clip notes and output to multiple formats quickly and easily to reach more people everywhere. adobe premiere pro cs3 lets you communicate with high-quality video and imagery even with tight budgets and looming deadlines. event videographers--small crews and tight deadlines mean you need to work fast even while clients demand higher and higher production values. adobe premiere pro cs3 lets you capture events directly to disc with included adobe onlocation cs3* (windows only); work fast with precision editing tools including support for editing multicam shots; create compelling effects via tight integration with adobe after effects cs3 professional and photoshop cs3; and use the included copy of adobe encore cs3 to deliver content however your clients need it whether on dvd blu-ray disc the web or mobile devices. independent filmmakers--your passion is storytelling. your challenge is finding the right software to handle every aspect of the production process and deliver hollywood-quality imagery. adobe premiere pro cs3 meets this need with a complete toolset for capturing footage direct-to-disc editing imagery and creating titles in post-production producing dvds and delivering web-ready content to promote your films on the internet. and with the included video workshop and training materials you'll have help through every stage of production. post-production boutiques--enjoy advanced editing tools as well as the uncompromised image quality and real-time performance you need in professional broadcast and film post-production. work with all major formats enjoy powerful effects and media management tools get unparalleled integration with adobe after effects cs3 professional and photoshop software and increase efficiency with workflow enhancements such as adobe clip notes. with adobe premiere pro cs3 and adobe encore cs3 you can deliver your work in the format your client needs from adobe flash video through dvd and blu-ray disc to uncompressed hd. educators and students--adobe premiere pro cs3 offers a complete set of post-production tools that let you handle all aspects of filmmaking and post-production cost effectively from capturing and editing footage to creating titles dvds and promotional materials such as websites that feature video content. use flexible tools to express your creativity work with any file format on both windows and macintosh platforms and deliver your work across multiple media. what's new in adobe premiere pro cs3k dvd and blu-ray disc output with included adobe encore cs3 create dvd and blu-ray disc content with adobe encore cs3 software now included with adobe premiere pro cs3. work with the same encore authoring interface and features used to create standard-definition dvds. author once deliver twice: automatically convert your high-definition blu-ray disc projects to standard-definition dvds. high-quality slow motion with time remapping create dramatic slow- and fast-motion effects without exporting clips to another application. with precise keyframe control real-time feedback and excellent quality from advanced frame blending you can slow things down without compromising quality. or generate even better in-between frames through pixel-motion analysis with the timewarp effect. direct-to-disc recording with included adobe onlocation cs3* (windows only) save tape and time by eliminating capture from your production process. record sd and hd video directly to disc using adobe onlocation cs3 software included with adobe premiere pro cs3. instantly review each shot without shuttling tape. adobe onlocation automatically detects and flags problems to provide the best results. adobe encore cs3 projects for the web with one click easily create adobe flash versions of your dvd and blu-ray disc projects for the web. use adobe encore cs3 to create flash content complete with dvd interactivity and menus without learning flash programming. multiple project windows with smart file search find files faster with search tools that instantly update their results list as you type. sort and organize assets into multiple project windows each with its own graphical or text view setting. display and handle media files making project management easier and more efficient. professional on-set monitoring with adobe onlocation cs3 maximize camera image quality during shoots by using adobe onlocation cs3 to quickly calibrate your camera check levels and monitor your signal. use simple tools that function like their hardware equivalents to get results quickly and easily. the virtual reference monitor waveform monitor vectorscope and audio spectrum analyzer help you avoid problems and improve quality on location. create stunning slow-motion and other retiming effects directly in the timeline by setting and moving time remapping keyframe markers. improve the look of your video with the three-way color corrector and the other precision color-correction tools in adobe premiere pro. improved editing efficiency work faster with powerful and flexible editing tools. play video with nested audio sequences in real time without rendering. replace any clip in the timeline with a new clip while preserving the replaced clip's editing attributes and settings. use shortcuts to switch between workspace panels and save time. output for mobile devices make your video viewable on the latest delivery platforms. encode video for delivery to cell phones and other mobile devices and simulate playback on those devices to check video quality. download profile updates to simulate the latest devices. flash video export with markers converted to cue points encode video and audio for flash projects and web playback with direct flash video (flv) export. adobe premiere pro cs3 timeline markers become flash cue points that trigger interactivity and navigation. create flash video with ease. improve efficiency and incorporate a tapeless workflow during shoots by using adobe onlocation cs3* to monitor your camera's video signal and record it directly to a computer hard drive. the multi-camera window makes editing action recorded with several cameras or in multiple takes as easy as pointing and clicking. additional features efficient tools for creative editing create high-quality visual and editorial effects directly within the editing timeline. generate slow motion and other time-remapping effects with precise keyframe control and real-time feedback. add color correction lighting and other effects audio filters and more with fast flexible and built-in tools. edit footage from multicam shoots with ease and precision. comprehensive video format compatibility work with the formats you want. edit all standard- or high-definition formats from dv through hdv to hd and beyond (some formats may require additional hardware). broad range of supporting hardware and software for mac and windows choose from a wide range of mac and windows workstations and capture cards to build the editing system that exactly meets your needs and budget. enhance your system with additional plug-ins including many from adobe after effects software. dvd and blu-ray disc output with included adobe encore cs3 create dvd and blu-ray disc content with adobe encore cs3 software now included with adobe premiere pro cs3. work with the same encore authoring interface and features used to create standard-definition dvds. author once deliver twice: automatically convert your high-definition blu-ray disc projects to standard-definition dvds. superior integration with other adobe applications make the leading still and motion graphics applications adobe photoshop and after effects part of an efficient post-production workflow. import and animate photoshop layers. automatically create photoshop files that match the current project's frame size and aspect ratio. drag and drop or copy and paste clips and timelines between adobe premiere pro cs3 and after effects cs3 professional. direct-to-disc recording with included adobe onlocation cs3* (windows only) save tape and time by eliminating capture from your production process. record sd and hd video directly to disc using adobe onlocation cs3 software included with adobe premiere pro cs3. instantly review each shot without shuttling tape. adobe onlocation automatically detects and flags problems to provide the best results. professional on-set monitoring with adobe onlocation cs3 maximize camera image quality during shoots by using adobe onlocation cs3 to quickly calibrate your camera check levels and monitor your signal. use simple tools that function like their hardware equivalents to get results quickly and easily. the virtual reference monitor waveform monitor vectorscope and audio spectrum analyzer help you avoid problems and improve quality on location. delivery to the web and mobile devices make your video viewable on today's and tomorrow's delivery platforms. export as adobe flash video (flv). easily convert dvd projects complete with menus to flash swf files for web playback. encode for delivery to cell phones and other mobile devices and emulate playback on those devices to check playback quality. accelerated client review and approval with adobe clip notes expedite review cycles and avoid miscommunication with adobe clip notes. embed video into an adobe pdf file e-mail the file to your client to review and add timecode-specific comments and then view comments mapped to the adobe premiere pro cs3 timeline. multicam editing view multiple video tracks from a multiple-camera shoot easily sync via timecode and edit by switching between tracks in real time. rerecord sections of your edit make fine adjustments using all the standard timeline editing tools and easily adjust color correction across multiple shots even after editing. accelerated client review and approval with adobe clip notes expedite review cycles and avoid miscommunication with adobe clip notes. embed video into an adobe pdf file e-mail the file to your client to review and add timecode-specific comments and then view comments mapped to the adobe premiere pro cs3 timeline. mac os x compatibility use adobe premiere pro cs3 on the latest intel based macintosh computers. aaf and edl import/export exchange project metadata with major video film and audio applications via industry-standard advanced authoring format (aaf) aaf with edit protocol and edit decision list (edl) files (aaf import/export for windows only). comprehensive vtr support control video decks through rs-422 and rs-232 serial protocols or firewire for precise batch capturing recapturing and insert editing. file management with adobe bridge work more efficiently by using adobe bridge cs3 to search for and access your project files preview and apply settings run batch processes and tag assets with xmp metadata. * for macintosh users adobe onlocation requires boot camp and windows (purchased separately) or a separate windows based computer.,adobe,299.0,adobe premiere pro cs3 software with encore cs3 and onlocation cs3 (windows only) full version for macintosh
795,adobe soundbooth cs3,take command of your audio in film video or adobe flash projects with task-based tools to clean up recordings polish voice-overs customize music and sound effects and much more. adobe soundbooth cs3 software has an intuitive interface that helps you get the job done quickly without sacrificing creative control. edit and create audio with fast intuitive tools adobe soundbooth cs3 software delivers a focused toolset that enables creative professionals in all disciplines to quickly create and edit their own high-quality audio. audience benefit video professionals as a video professional you need to accomplish everyday audio tasks efficiently--even if audio production isn't your specialty. fast and intuitive to work with adobe soundbooth cs3 software gives you focused tools to bring the same superior quality to your sound as you bring to your visuals. remove noise and individual sounds from recordings polish voice-overs use markers to synchronize sound and music with animation compose and record audio and much more. flash professionals integrated with adobe flash cs3 professional adobe soundbooth cs3 software helps you synchronize audio to your flash project with just a few clicks. an intuitive interface and on-clip controls simplify everyday sound tasks like cleaning editing and creating audio. clean up recordings polish voice-overs record audio create audio loops create and export markers to xml and flv to synchronize sound with animation and much more. audio professionals even professional sound engineers need to accomplish everyday editing tasks quickly. adobe soundbooth cs3 software offers an intuitive task-based interface that can help accomplish similar results to those produced by more complicated applications but much more quickly and easily. in addition features like visual healing tools time and pitch stretching with the izotope radius engine and the adobe media encoder make soundbooth a worthwhile addition to any audio toolkit. web designers bringing sound to web projects is more important than ever for designers looking to add new dimension to the user experience. adobe soundbooth cs3 software offers a set of intuitive task-based tools that make everyday audio editing and creation fast and effective--even when audio is not your specialty. easily create customized music using included soundbooth scores with the autocomposer record new assets modify sound effects with high-quality filters and much more. top reasons to buy adobe soundbooth cs3 intuitive audio editing with on-clip controls use powerful sample-accurate tools to cut copy paste fade and stretch audio assets. intuitive on-clip tools make common edits instant and visual feedback keeps you informed at every step. fast audio cleanup automatically detect and fix common flaws in audio recordings such as hisses hums rumbling crackling and pops. autocomposer with customizable music content select one of the dozens of included soundbooth scores and then customize it to match your project. adjust intensity to match the project's visual mood and change the length to fit. visual tools for healing sound use tools like those in adobe photoshop software to visually identify select and remove individual sounds from a revealing spectral display of your waveform. more than 15 high-quality audio filters enjoy a library of audio filters to help you achieve your own sound including reverb echo eq time and pitch stretch distortion chorus and more. combine up to five effects using the effects rack. fast mastering and vocal improvement use streamlined mastering tools to polish your file clarify vocals and give it punch. new audio asset recording record high-quality mono or stereo audio files such as voice-overs with markers and take numbering. top features and benefits of adobe soundbooth cs3 edit and create with essential tools fast cut copy and paste editing cut copy and paste audio clips quickly without waiting. extensive filter library apply more than 15 filters to modify audio characteristics such as eq reverb echo flange chorus distortion time and pitch and more. high-quality radius engine from izotope stretch time and shift pitch using the powerful radius engine from industry leader izotope. new audio asset recording record high-quality mono or stereo audio files such as voice-overs with markers and take numbering. undo history panel unlimited undo layers in the undo history panel give you the flexibility to experiment without committing your changes. sound your best fast audio cleanup detect and fix common flaws in audio recordings such as hisses hums buzzing crackling and pops. tasks panel use a convenient panel organized by task to execute common commands including create music remove noise and adjust time and pitch. autocomposer with customizable soundbooth scores easily create customized music for your project using dozens of included scores with the autocomposer feature; stretch music automatically to match the length of your video clips and adjust for intensity to match the mood. visual sound removal use tools like those found in photoshop to visually select and remove--or auto heal--unwanted sounds from your clip. thousands of sound effects available via resource central create or customize existing audio for your scene or flash interface using thousands of sound effects available via resource central. (internet connection required.) work quickly and efficiently on-clip editing controls quickly adjust volume add fades or trim a track using on-clip handles. tasks panel use a convenient panel organized by task to execute common commands including create music remove noise and adjust time and pitch. flash cue support insert and edit cue points while playing recording or editing audio that can then be used to drive animation in flash. dockable windows for customizable workspaces find your rhythm in a workspace you can adjust by docking windows and panels where you choose. save workspaces for specific users or tasks. tight integration with adobe premiere pro smooth roundtrip editing allows you to send assets from adobe premiere pro software using the edit in soundbooth command. after your edits are complete the files automatically update back in the adobe premiere pro timeline or project window.,adobe,199.0,adobe soundbooth cs3 audio editing software - windows music production software
796,westward,enter the wild rough and tumble world of westward where adventure and untold fortunes await you. explore a huge playing environment and move up to 20 different levels. use quick wits to complete tasks like building homes farms water wells and more to keep your settlers fed housed and employed. if they don't like their situation your settlers will go elsewhere and your town will collapse! look for gold mines watch out for theivin' bandits and engage in dramatic shoot-outs. control the destiny of the west as you build thriving towns explore uncharted plains and guide your settlers to safety and success. features: more than 10 playable main characters customize your town and support an ever-expanding population buy sell and trade a variety of resources evolving and ever-changing scenarios provide many hours of playing fun,encore software,19.99,encore software 13780 - westward - win 98 me 2000 xp vista
797,city of heroes good vs. evil edition,when city of heroes first launched the world of superheroes and supervillains came to life in stunning multiplayer action. the battle continues as you travel nack to paragon city and the rogue isles. do you help paragon city defend itself against deadly threats or help lord recluse bring the city to its knees? the choice is yours in city of heroes: good versus evil edition. exclusive two-sided poster featuring paragon city and rogue isles maps twelve character slots per server (four additional character slots) first month of free play included exclusive in-game bonus items - jump jet prestige power vip card teleport power new hero and villain costumes also includes city of heroes comic books prima issue 7 strategy guide update pack movies game trailers screenshots and more,nc soft,29.99,nc interactive inc city of heroes: good vs. evil edition
798,middle school advantage 2008,high school advantage 2008 was specially developed to supplement classroom curriculum by including award-winning content that support state standards. in-depth lessons with sample problems and questions teach reinforce and track student progress in the core subjects. this award-winning content supports state testing standards & adapts to different learning styles & levels. track your progress with quizzes & tests.,encore,39.99,encore software 12370 - middle school advantage 2008 - win 2000 xp vista
799,adventure workshop 1st-3rd grade 8th edition,encore software 10114 : encore software adventure workshop 1st-3rd grade 7th ed sb cs by riverdeep - 10114,encore,19.99,encore software 10114 - adventure workshop 1st-3rd grade 7th ed sb cs by riverdeep
800,adventure workshop preschool-1st grade 8th edition,adventure workshop preschool-1st grade 8th edition gives you three award-winning titles for one low price! this super learning tool for children delivers hours of creative exploration. your child will love playing learning and just spending time with his or her favorite characters. watch your child laugh and learn through colorful and clever activities that build valuable skills. give your child a ticket to join this fun and exciting learning adventure. for ages 3 to 7.,encore,19.99,encore inc adventure workshop preschool-1st grade 8th edition
801,super granny 3,after a troubled tropical trip and a wild winter retreat super granny is faced with her most ambitious adventure yet! granny's precious kitties are in an old-world theme park and she must rescue them before they get snatched by her enemies! 5 worlds and 200 levels of mayhem keep you entertained with new puzzles challenging dexterity stunts and beastly enemies. granny is tougher than ever as she wields her frying pan speeds in her super sneakers and floats on her umbrella to save her kitties.features new dangerous enemies to avoid plenty of tongue in cheek humor all-new level editor for endless possibilities,encore software,19.99,encore software 13790 - super granny 3 - win 98 me 2000 xp vista
802,elementary advantage 2008,encore software 12360 : elementary school advantage? 2008 delivers the most award-winning content aligned with classroom curriculum. get the best results with over 1000 lessons and exercises in the core subjects. system requirements: windows 2000 ...,encore software,39.95,encore software 12360 - elementary advantage 2008 - win 2000 xp vista
803,riverdeep spongebob squarepants typing fun,spongebob squarepants typing fun lets kids dive right into typing instruction! all your favorite spongebob squarepants characters are waiting in these fun typing games. they're ready to engage and motivate youngsters as they learn to type. spongebob squarepants typing fun reinforces spelling and literacy skills and prepares pupils for further learning. watch your kids become more productive and work more comfortably learning with spongebob patrick mr. krabs and the entire cast.,riverdeep,17.1,encore inc spongebob squarepants - typing fun
804,adobe photoshop cs2 fundamental techniques by julieanne kost,learn essential skills that will become a foundation for a creative and efficient workflow. you will gain a comprehensive understanding of the photoshop workspace environment and navigate with confidence into the myriad of menus and dialog boxes. julieanne will teach you timesaving and pixel-preserving techniques including some intermediate methods such as color management tonal adjustments layers masking and camera raw.,software cinema,159.95,software cinema dvd-rom: dvdrom: photoshop cs2 fundamental techniques (training) photoshop software
805,adobe photoshop cs2 advanced techniques by julieanne kost,methods taught in this program will launch you into advanced realms and give you an artistic edge. master the fearful pen tool. automate your workflow with actions batch processing and droplets. learn to fine tune control and customize paint brushes. keep your promotional materials looking fresh and current with typography special effects like type on a path and knockout. create shape layers and vector masks with ease. composite a fine art montage masterpiece and much more!,software cinema,159.95,software cinema dvd-rom: dvdrom: photoshop cs2 advanced techniques (training) photoshop software
